Champ20,Champ30,Champ21,LIBELLE,INTIT,CPT,FIXE,ANA,CLO
,,,,IMCK RESERVES DENTAIRES       ,56304000,D,,
,,,,IMCK RESERVES DENTAIRES       ,56301000,D,,
,,,,IMCK RESERVES DENTAIRES       ,56302000,D,,
,,,,IMCK-AIDS/HIV PROJECTS,10221570,,N,N
,,,,IMCK-GENERAL                  ,46644800,D,,
,,,,IMCK-GENERAL                  ,46643800,D,,
,,,,IMCK-GENERAL                  ,46641800,D,,
,,,,IMCK-GENERAL                  ,46642800,D,,
,,,,IMCK-PLCK                     ,46641700,D,,
,,,,IMCK-PLCK                     ,46644700,D,,
,,,,IMCK-PLCK                     ,46643700,D,,
,,,,IMCK-PLCK                     ,46642700,D,,
,,,,IMCK-PMR                      ,46643600,D,,
,,,,IMCK-PMR                      ,46644600,D,,
,,,,IMCK-PMR                      ,46641600,D,,
,,,,IMCK-PMR                      ,46642600,D,,
,,,,IMCK'S TOYOTA LAND CRUISER,10121550,,N,N
,,,,IMMOBILISATIONS EN COURS,23221500,,N,N
,,,,IMMOKASAI                     ,41001650,D,,
,,,,IMMOKASAI                     ,41002650,D,,
,,,,IMMOKASAI                     ,41003650,D,,
,,,,IMMOKASAI                     ,41004650,D,,
,,,,IMMOS A REGULARISER,29001000,,N,N
,,,,IMPAYES CLINIQUE DENTAIRE     ,41741500,D,,
,,,,IMPAYES CLINIQUE DENTAIRE     ,41743500,D,,
,,,,IMPAYES CLINIQUE DENTAIRE     ,41744500,D,,
,,,,IMPAYES CLINIQUE DENTAIRE     ,41742500,D,,
,,,,IMPAYES GENERAUX              ,41113000,D,,
,,,,IMPAYES GENERAUX              ,41111000,D,,
,,,,IMPAYES GENERAUX              ,41114000,D,,
,,,,IMPAYES GENERAUX              ,41112000,D,,
,,,,IMPAYES HOPITAL               ,41703000,D,,
,,,,IMPAYES HOPITAL               ,41702000,D,,
,,,,IMPAYES HOPITAL               ,41701000,D,,
,,,,IMPAYES HOPITAL               ,41704000,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41113400,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41714000,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41112400,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41114400,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41711000,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41713000,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41712000,D,,
,,,,IMPAYES OPHTALMOLOGIE         ,41111400,D,,
,,,,IMPRIMES ET FOURNITURES DE BUR,61311000,V,,
,,,,IMPRIMES ET FOURNITURES DE BUR,61314000,V,,
,,,,IMPRIMES ET FOURNITURES DE BUR,61313000,V,,
,,,,IMPRIMES ET FOURNITURES DE BUR,61312000,V,,
,,,,IMPROKA                       ,40003210,D,,
,,,,IMPROKA                       ,40002040,D,,
,,,,IMPROKA                       ,41202160,D,,
,,,,IMPROKA                       ,40003040,D,,
,,,,IMPROKA                       ,40004040,D,,
,,,,IMPROKA                       ,40001040,D,,
,,,,IMPROKA                       ,40001210,D,,
,,,,IMPROKA                       ,40002210,D,,
,,,,IMPROKA                       ,41203160,D,,
,,,,IMPROKA                       ,40004210,D,,
,,,,IMPROKA                       ,41204160,D,,
,,,,IMPROKA                       ,41201160,D,,
,,,,IMPROKA,46661450,,N,N
,,,,IMPROKA,46902130,,N,N
,,,,INCINERATEUR                  ,23153070,D,,
,,,,INCINERATEUR,22131700,,N,N
,,,,INCINERATEUR                  ,23154070,D,,
,,,,INCINERATEUR                  ,23152070,D,,
,,,,INCINERATEUR                  ,23151070,D,,
,,,,INCINERATEUR PAX,22131800,,N,N
,,,,INCINERATEUR PAX,23151080,,N,N
,,,,INCISIONS,71011014,,N,N
,,,,INDEMNITES DE FIN DE CARRIERE ,65354000,F,,
,,,,INDEMNITES DE FIN DE CARRIERE ,65351000,F,,
,,,,INDEMNITES DE FIN DE CARRIERE ,65352000,F,,
,,,,INDEMNITES DE FIN DE CARRIERE ,65353000,F,,
,,,,INDEMNITES DE LOGEMENT        ,65341000,F,,
,,,,INDEMNITES DE LOGEMENT        ,65342000,F,,
,,,,INDEMNITES DE LOGEMENT        ,65343000,F,,
,,,,INDEMNITES DE LOGEMENT        ,65344000,F,,
,,,,INDEMNITES DE TRANSPORT       ,65332000,F,,
,,,,INDEMNITES DE TRANSPORT       ,65333000,F,,
,,,,INDEMNITES DE TRANSPORT       ,65331000,F,,
,,,,INDEMNITES DE TRANSPORT       ,65334000,F,,
,,,,INDEMNITES DIVERSES           ,65304000,F,,
,,,,INDEMNITES DIVERSES           ,65301000,F,,
,,,,INDEMNITES DIVERSES           ,65303000,F,,
,,,,INDEMNITES DIVERSES           ,65302000,F,,
,,,,INGA SHABA                    ,41004660,D,,
,,,,INGA SHABA                    ,41002660,D,,
,,,,INGA SHABA                    ,41001660,D,,
,,,,INGA SHABA                    ,41003660,D,,
,,,,INJECTIONS,71011015,,N,N
,,,,"INPP ASSURANCES              ",65222000,F,,
,,,,"INPP ASSURANCES              ",65223000,F,,
,,,,"INPP ASSURANCES              ",65224000,F,,
,,,,INSS a payer                  ,43303000,D,,
,,,,INSS a payer                  ,43301000,D,,
,,,,INSS a payer                  ,43304000,D,,
,,,,INSS a payer                  ,43302000,D,,
,,,,INST. MED.EV. DE KIMPESE      ,41004670,D,,
,,,,INST. MED.EV. DE KIMPESE      ,41003670,D,,
,,,,INST. MED.EV. DE KIMPESE      ,41002670,D,,
,,,,INST. MED.EV. DE KIMPESE      ,41001670,D,,
,,,,installation pompe,23611000,,N,N
,,,,INSTALLATIONS ELECTRIQUES(25) ,22184110,D,,
,,,,INSTALLATIONS ELECTRIQUES(25) ,22181110,D,,
,,,,INSTALLATIONS ELECTRIQUES(25) ,22182110,D,,
,,,,INSTALLATIONS ELECTRIQUES(25) ,22183110,D,,
,,,,INSTITUT DE KATUBUE           ,41201170,D,,
,,,,INSTITUT DE KATUBUE           ,41203170,D,,
,,,,INSTITUT DE KATUBUE           ,41204170,D,,
,,,,INSTITUT DE KATUBUE           ,41202170,D,,
,,,,INSTITUT DE KATUBUE           ,46654260,D,,
,,,,INSTITUT DE KATUBUE           ,46653260,D,,
,,,,INSTITUT DE KATUBUE           ,46651260,D,,
,,,,INSTITUT DE KATUBUE           ,46652260,D,,
,,,,INTERETS BANCAIRES            ,67301000,V,,
,,,,INTERETS BANCAIRES            ,67302000,V,,
,,,,INTERETS BANCAIRES            ,67303000,V,,
,,,,INTERETS BANCAIRES            ,67304000,V,,
,,,,INTERETS RECUS,77101000,,N,N
,,,,IRC,41012770,D,N,N
,,,,IRC,41014770,D,N,N
,,,,IRC,41011770,D,N,N
,,,,IRC,41013770,D,N,N
,,,,IRC,46902160,,N,N
,,,,IRCKA                         ,46642500,D,,
,,,,IRCKA                         ,46643500,D,,
,,,,IRCKA                         ,46641500,D,,
,,,,IRCKA                         ,46644500,D,,
,,,,ISDR TSHIBASHI                ,41003620,D,,
,,,,ISDR TSHIBASHI                ,41002620,D,,
,,,,ISDR TSHIBASHI                ,41001620,D,,
,,,,ISDR TSHIBASHI                ,41004620,D,,
,,,,ISFR                          ,41001630,D,,
,,,,ISFR                          ,41004630,D,,
,,,,ISFR                          ,41003630,D,,
,,,,ISFR                          ,41002630,D,,
,,,,ISHAKO LOBO                   ,45004260,D,,
,,,,ISHAKO LOBO                   ,45001260,D,,
,,,,ISHAKO LOBO                   ,45003260,D,,
,,,,ISHAKO LOBO                   ,45002260,D,,
,,,,ISP KANANGA                   ,41004640,D,,
,,,,ISP KANANGA                   ,41002640,D,,
,,,,ISP KANANGA                   ,41003640,D,,
,,,,ISP KANANGA                   ,41001640,D,,
,,,,ISTM TSHIKAJI,41201520,,N,N
,,,,ISTM TSHIKAJI CDF,46661690,,N,N
,,,,ISTM TSHIKAJI USD,46661680,,N,N
,,,,IWAWA MOMA                    ,45013540,D,,
,,,,IWAWA MOMA                    ,45014540,D,,
,,,,IWAWA MOMA                    ,45012540,D,,
,,,,IWAWA MOMA                    ,45011540,D,,
,,,,JETONS DE PRESENCE C.A.       ,64904000,F,,
,,,,JETONS DE PRESENCE C.A.       ,64903000,F,,
,,,,JETONS DE PRESENCE C.A.       ,64902000,F,,
,,,,JOHAN Venken                  ,46653100,D,,
,,,,JOHAN Venken                  ,46652100,D,,
,,,,JOHAN Venken                  ,46651100,D,,
,,,,JOHAN Venken                  ,46654100,D,,
,,,,JOHN BIMVULU KABIBU,42161200,,N,N
,,,,John BIMVULU KABIBU           ,46651240,D,,
,,,,John BIMVULU KABIBU           ,46653240,D,,
,,,,John BIMVULU KABIBU           ,46654240,D,,
,,,,John BIMVULU KABIBU           ,46652240,D,,
,,,,JOURNEES MEDICALES,46661400,,N,N
,,,,JOURS LIT                     ,71163100,D,,
,,,,JOURS LIT                     ,71162100,D,,
,,,,JOURS LIT                     ,71161100,D,,
,,,,JOURS LIT                     ,71164100,D,,
,,,,JUKAYI                        ,41204180,D,,
,,,,JUKAYI                        ,41203180,D,,
,,,,JUKAYI                        ,41201180,D,,
,,,,JUKAYI                        ,41202180,D,,
,,,,KABAMBA  TSHIBENGU,42161220,,N,N
,,,,KABAMBA KATANDA               ,42134560,D,,
,,,,KABAMBA KATANDA               ,42132560,D,,
,,,,KABAMBA KATANDA               ,42133560,D,,
,,,,KABAMBA KATANDA               ,42131560,D,,
,,,,KABAMBA MULUMBA               ,42152260,D,,
,,,,KABAMBA MULUMBA               ,42153260,D,,
,,,,KABAMBA MULUMBA               ,42151260,D,,
,,,,KABAMBA MULUMBA               ,42154260,D,,
,,,,KABAMBA SEKEMBO (DENTISTE)    ,42123140,D,,
,,,,KABAMBA SEKEMBO (DENTISTE)    ,42122140,D,,
,,,,KABAMBA SEKEMBO (DENTISTE)    ,42124140,D,,
,,,,KABAMBA WA KAKAMBA            ,42142740,D,,
,,,,KABAMBA WA KAKAMBA            ,42144740,D,,
,,,,KABAMBA WA KAKAMBA            ,42143740,D,,
,,,,KABAMUSU MUAMBA               ,42151480,D,,
,,,,KABAMUSU MUAMBA               ,42152480,D,,
,,,,KABAMUSU MUAMBA               ,42153480,D,,
,,,,KABAMUSU MUAMBA               ,42154480,D,,
,,,,KABAMUSU MUAMBA,65151480,,N,N
,,,,KABANGA MBUYI                 ,45922020,D,,
,,,,KABANGA MBUYI                 ,45921020,D,,
,,,,KABANGA MBUYI                 ,45923020,D,,
,,,,KABANGA MBUYI                 ,45924020,D,,
,,,,Kabange Mbuyi                 ,42161040,D,,
,,,,Kabange Mbuyi                 ,42163040,D,,
,,,,Kabange Mbuyi                 ,42162040,D,,
,,,,KABANGE MBUYI,65161040,,N,N
,,,,Kabange Mbuyi                 ,42164040,D,,
,,,,KABANGE SHIYAYIKO             ,42153140,D,,
,,,,KABANGE SHIYAYIKO             ,42152140,D,,
,,,,KABANGE SHIYAYIKO             ,42154140,D,,
,,,,KABANGE SHIYAYIKO             ,42151140,D,,
,,,,KABANGU KABUYA                ,45034220,D,,
,,,,KABANGU KABUYA                ,45033220,D,,
,,,,KABANGU KABUYA                ,45032220,D,,
,,,,KABANGU KABUYA                ,45031220,D,,
,,,,KABASELE BAKAMUKINA           ,45021020,D,,
,,,,KABASELE BAKAMUKINA           ,45024020,D,,
,,,,KABASELE BAKAMUKINA           ,45023020,D,,
,,,,KABASELE BAKAMUKINA           ,45022020,D,,
,,,,KABASELE BANTUBIABO,65151920,,N,N
,,,,KABASELE KABATA,65121150,,N,N
,,,,KABASELE LUMBALA,45063580,,N,N
,,,,KABASELE NTUMBA               ,45992330,D,,
,,,,KABASELE NTUMBA               ,45994330,D,,
,,,,KABASELE NTUMBA               ,45993330,D,,
,,,,KABASELE NTUMBA               ,45991330,D,,
,,,,KABASU BUABUA,45993424,,N,N
,,,,KABASUA BUABUA,45043020,,N,N
,,,,KABASUBABO NDIBU              ,45012770,D,,
,,,,KABASUBABO NDIBU              ,45013770,D,,
,,,,KABASUBABO NDIBU              ,45011770,D,,
,,,,KABASUBABO NDIBU              ,45014770,D,,
,,,,KABASUBABO NTUMBA             ,45003350,D,,
,,,,KABASUBABO NTUMBA             ,45004350,D,,
,,,,KABASUBABO NTUMBA             ,45001350,D,,
,,,,KABASUBABO NTUMBA             ,45002350,D,,
,,,,KABATANTSHI TSHISHIKU         ,42153310,D,,
,,,,KABATANTSHI TSHISHIKU         ,42151310,D,,
,,,,KABATANTSHI TSHISHIKU         ,42154310,D,,
,,,,KABATANTSHI TSHISHIKU         ,42152310,D,,
,,,,KABATSHINA KABATSHINA         ,45952230,D,,
,,,,KABATSHINA KABATSHINA         ,45951230,D,,
,,,,KABATSHINA KABATSHINA         ,45954230,D,,
,,,,KABATSHINA KABATSHINA         ,45953230,D,,
,,,,KABEDI BITSHIDIBIBI           ,42143530,D,,
,,,,KABEDI BITSHIDIBIBI           ,42144530,D,,
,,,,KABEDI BITSHIDIBIBI           ,42142530,D,,
,,,,KABEDI BITSHIDIBIBI           ,42141530,D,,
,,,,KABEDI NKONKO                 ,42133470,D,,
,,,,KABEDI NKONKO                 ,42131470,D,,
,,,,KABEDI NKONKO                 ,42132470,D,,
,,,,KABEDI NKONKO                 ,42134470,D,,
,,,,KABEDI NKONKO,65131470,,N,N
,,,,KABELA MITANDU                ,45004060,D,,
,,,,KABELA MITANDU                ,45002060,D,,
,,,,KABELA MITANDU                ,45001060,D,,
,,,,KABELA MITANDU                ,45003060,D,,
,,,,KABEMBA KABASELE              ,42144340,D,,
,,,,KABEMBA KABASELE              ,42143340,D,,
,,,,KABEMBA KABASELE              ,42142340,D,,
,,,,KABEMBA KABASELE              ,42141340,D,,
,,,,KABEMBA KABEMBA (E)           ,45971340,D,,
,,,,KABEMBA KABEMBA (E)           ,45972340,D,,
,,,,KABEMBA KABEMBA (E)           ,45973340,D,,
,,,,KABEMBA KABEMBA (E)           ,45974340,D,,
,,,,KABEMBA RAMADHANI             ,42154910,D,,
,,,,KABEMBA RAMADHANI             ,42153910,D,,
,,,,KABEMBA RAMADHANI             ,42152910,D,,
,,,,KABEMBA RAMADHANI             ,42151910,D,,
,,,,KABENA KALONGA                ,42131550,D,,
,,,,KABENA KALONGA                ,42133550,D,,
,,,,KABENA KALONGA                ,42134550,D,,
,,,,KABENA KALONGA                ,42132550,D,,
,,,,KABENA MUDIMBAYI,45053300,,N,N
,,,,KABENA MUDIMBAYI,45993425,,N,N
,,,,KABIBU BERNARD,42144560,,N,N
,,,,KABIBU BIMVULU                ,42141560,D,,
,,,,KABIBU BIMVULU                ,42143560,D,,
,,,,KABIBU BIMVULU                ,42142560,D,,
,,,,KABIBU BIMVULU,65141560,,N,N
,,,,KABIENA KULUILA KALAMBA       ,45013760,D,,
,,,,KABIENA KULUILA KALAMBA       ,45014760,D,,
,,,,KABIENA KULUILA KALAMBA       ,45012760,D,,
,,,,KABIENA KULUILA KALAMBA       ,45011760,D,,
,,,,KABILA MUAMBA                 ,42143650,D,,
,,,,KABILA MUAMBA                 ,42141650,D,,
,,,,KABILA MUAMBA                 ,42142650,D,,
,,,,KABILA MUAMBA                 ,42144650,D,,
,,,,KABILA MUAMBA,65141650,,N,N
,,,,KABINDA MUAMBA                ,42152490,D,,
,,,,KABINDA MUAMBA                ,42151490,D,,
,,,,KABINDA MUAMBA                ,42153490,D,,
,,,,KABINDA MUAMBA                ,42154490,D,,
,,,,KABINDA MUAMBA,65151490,,N,N
,,,,KABINDA MUYA                  ,45993030,D,,
,,,,KABINDA MUYA                  ,45991030,D,,
,,,,KABINDA MUYA                  ,45992030,D,,
,,,,KABINDA MUYA                  ,45994030,D,,
,,,,KABISA KABENA,45993426,,N,N
,,,,KABISA KABENA,45053310,,N,N
,,,,KABOMBO MUKUBA (E)            ,45971040,D,,
,,,,KABOMBO MUKUBA (E)            ,45974040,D,,
,,,,KABOMBO MUKUBA (E)            ,45972040,D,,
,,,,KABOMBO MUKUBA (E)            ,45973040,D,,
,,,,KABONGO KANKU                 ,45982260,D,,
,,,,KABONGO KANKU                 ,45981260,D,,
,,,,KABONGO KANKU                 ,45983260,D,,
,,,,KABONGO KANKU                 ,45984260,D,,
,,,,KABONGO KANKU                 ,45991340,D,,
,,,,KABONGO KANKU                 ,45992340,D,,
,,,,KABONGO KANKU                 ,45994340,D,,
,,,,KABONGO KANKU                 ,45993340,D,,
,,,,KABONGO KANYINDA,45043030,,N,N
,,,,KABONGO KASONGA               ,45034030,D,,
,,,,KABONGO KASONGA               ,45033030,D,,
,,,,KABONGO KASONGA               ,45031030,D,,
,,,,KABONGO KASONGA               ,45032030,D,,
,,,,KABONGO KAYEMBE               ,45032230,D,,
,,,,KABONGO KAYEMBE               ,45034230,D,,
,,,,KABONGO KAYEMBE               ,45033230,D,,
,,,,KABONGO KAYEMBE               ,45031230,D,,
,,,,KABONGO MUKENGE               ,42133120,D,,
,,,,KABONGO MUKENGE               ,42134120,D,,
,,,,KABONGO MUKENGE               ,42131120,D,,
,,,,KABONGO MUKENGE               ,42132120,D,,
,,,,KABONGO TSHITAMBA             ,42134740,D,,
,,,,KABONGO TSHITAMBA,42131740,,N,N
,,,,KABONGO TSHITAMBA             ,42133740,D,,
,,,,KABONGO TSHITAMBA             ,42132740,D,,
,,,,KABUAYI KADIATA,45053320,,N,N
,,,,KABUAYI KADIATA,45993427,,N,N
,,,,KABUAYI MUKUNDI               ,45032240,D,,
,,,,KABUAYI MUKUNDI               ,45034240,D,,
,,,,KABUAYI MUKUNDI               ,45033240,D,,
,,,,KABUAYI MUKUNDI               ,45031240,D,,
,,,,KABUTAKAPUA                   ,42161080,D,,
,,,,KABUTAKAPUA                   ,42164080,D,,
,,,,KABUTAKAPUA                   ,42163080,D,,
,,,,KABUTAKAPUA                   ,42162080,D,,
,,,,KABUTAKAPUA NTUMBA,65161080,,N,N
,,,,KABUYA BEYA,42171450,,N,N
,,,,KABUYA KABUYA                 ,45021210,D,,
,,,,KABUYA KABUYA                 ,45024210,D,,
,,,,KABUYA KABUYA                 ,45023210,D,,
,,,,KABUYA KABUYA,42171350,,N,N
,,,,KABUYA KABUYA,65171350,,N,N
,,,,KABUYA KABUYA                 ,45022210,D,,
,,,,KADIATA MUDIBANGANYI          ,42133710,D,,
,,,,KADIATA MUDIBANGANYI          ,42134710,D,,
,,,,KADIATA MUDIBANGANYI          ,42132710,D,,
,,,,KADIATA MUDIBANGANYI          ,42131710,D,,
,,,,KADIATA MUDIBANGANYI,65131710,,N,N
,,,,KADIATA TSHIKANANA            ,42153770,D,,
,,,,KADIATA TSHIKANANA            ,42151770,D,,
,,,,KADIATA TSHIKANANA            ,42154770,D,,
,,,,KADIATA TSHIKANANA            ,42152770,D,,
,,,,KADIATA TSHIKANANA,65151770,,N,N
,,,,KADIEBUE TSHIPAMBA            ,42134530,D,,
,,,,KADIEBUE TSHIPAMBA            ,42133530,D,,
,,,,KADIEBUE TSHIPAMBA            ,42132530,D,,
,,,,KADIEBUE TSHIPAMBA,42131530,,N,N
,,,,KADIMA KADIMA                 ,45971350,D,,
,,,,KADIMA KADIMA                 ,45973350,D,,
,,,,KADIMA KADIMA                 ,45972350,D,,
,,,,KADIMA KADIMA                 ,45974350,D,,
,,,,KAFUATA NDUWA                 ,45944210,D,,
,,,,KAFUATA NDUWA                 ,45941210,D,,
,,,,KAFUATA NDUWA                 ,45942210,D,,
,,,,KAFUATA NDUWA                 ,45943210,D,,
,,,,KAFUKA MUSANGANA              ,45984050,D,,
,,,,KAFUKA MUSANGANA              ,45983050,D,,
,,,,KAFUKA MUSANGANA              ,45981050,D,,
,,,,KAFUKA MUSANGANA              ,45982050,D,,
,,,,KAFULA MPUTU                  ,45921030,D,,
,,,,KAFULA MPUTU                  ,45923030,D,,
,,,,KAFULA MPUTU                  ,45922030,D,,
,,,,KAFULA MPUTU                  ,45924030,D,,
,,,,KAFULA MPUTU,42161960,,N,N
,,,,KAFULA MPUTU,65161960,,N,N
,,,,KAJIDI JONATHAN SCHOLARSHIP,57311490,,N,N
,,,,KAJIDI JONATHAN SCHOLARSHIP,76121490,,N,N
,,,,KAJIDI TSHIBUABUA             ,42144690,D,,
,,,,KAJIDI TSHIBUABUA             ,42142690,D,,
,,,,KAJIDI TSHIBUABUA             ,42141690,D,,
,,,,KAJIDI TSHIBUABUA             ,42143690,D,,
,,,,KAJIDI TSHIBUABUA,65141690,,N,N
,,,,KAKUDILA MUAMBA,45053480,,N,N
,,,,KAKUDILA MUAMBA,45993451,,N,N
,,,,KALALA MUAMBA                 ,45974050,D,,
,,,,KALALA MUAMBA                 ,45973050,D,,
,,,,KALALA MUAMBA                 ,45972050,D,,
,,,,KALALA MUAMBA                 ,45971050,D,,
,,,,KALALA NGANDU                 ,42131450,D,,
,,,,KALALA NGANDU                 ,42133450,D,,
,,,,KALALA NGANDU                 ,42134450,D,,
,,,,KALALA NGANDU                 ,42132450,D,,
,,,,KALAMBA BALAWEBA              ,45972060,D,,
,,,,KALAMBA BALAWEBA              ,45973060,D,,
,,,,KALAMBA BALAWEBA              ,45974060,D,,
,,,,KALAMBA BALAWEBA              ,45971060,D,,
,,,,KALAMBA TSHIEYEYA             ,45941220,D,,
,,,,KALAMBA TSHIEYEYA             ,45944220,D,,
,,,,KALAMBA TSHIEYEYA             ,45942220,D,,
,,,,KALAMBA TSHIEYEYA             ,45943220,D,,
,,,,KALOMBO MUTANDA               ,45934040,D,,
,,,,KALOMBO MUTANDA               ,45933040,D,,
,,,,KALOMBO MUTANDA               ,45932040,D,,
,,,,KALOMBO MUTANDA               ,45931040,D,,
,,,,KALOMBO NKOLE                 ,42132170,D,,
,,,,KALOMBO NKOLE                 ,42134170,D,,
,,,,KALOMBO NKOLE,42131170,,N,N
,,,,KALOMBO NKOLE                 ,42133170,D,,
,,,,KALONGA KAPAJIKA              ,45982060,D,,
,,,,KALONGA KAPAJIKA              ,45984060,D,,
,,,,KALONGA KAPAJIKA              ,45981060,D,,
,,,,KALONGA KAPAJIKA              ,45983060,D,,
,,,,KALONGA MUKENDI               ,42133830,D,,
,,,,KALONGA MUKENDI               ,42131830,D,,
,,,,KALONGA MUKENDI               ,42134830,D,,
,,,,KALONGA MUKENDI               ,42132830,D,,
,,,,KALONGA MUKENDI,65131830,,N,N
,,,,KALONJI KANDOLO,45993428,,N,N
,,,,KALONJI KANDOLO,45053330,,N,N
,,,,KALONJI MATADI                ,46653180,D,,
,,,,KALONJI MATADI                ,46651180,D,,
,,,,KALONJI MATADI                ,46654180,D,,
,,,,KALONJI MATADI                ,46652180,D,,
,,,,KALUBI MUKENDI                ,45002080,D,,
,,,,KALUBI MUKENDI                ,45003080,D,,
,,,,KALUBI MUKENDI                ,45004080,D,,
,,,,KALUBI MUKENDI                ,45001080,D,,
,,,,KALUBI NGANDU                 ,45994040,D,,
,,,,KALUBI NGANDU                 ,45993040,D,,
,,,,KALUBI NGANDU                 ,45991040,D,,
,,,,KALUBI NGANDU                 ,45992040,D,,
,,,,KALUINA JIBIKILAYI            ,42132660,D,,
,,,,KALUINA JIBIKILAYI            ,42134660,D,,
,,,,KALUINA JIBIKILAYI            ,42133660,D,,
,,,,KALUINA JIBIKILAYI            ,42131660,D,,
,,,,KALUINA JIBIKILAYI,65131660,,N,N
,,,,KALUME BAKAJIKA               ,42124120,D,,
,,,,KALUME BAKAJIKA               ,42122120,D,,
,,,,KALUME BAKAJIKA               ,42121120,D,,
,,,,KALUME BAKAJIKA               ,42123120,D,,
,,,,KAMANDA ASSANI                ,45942050,D,,
,,,,KAMANDA ASSANI                ,45943050,D,,
,,,,KAMANDA ASSANI                ,45944050,D,,
,,,,KAMANDA ASSANI                ,45941050,D,,
,,,,KAMANGUDU NDONDA              ,42132160,D,,
,,,,KAMANGUDU NDONDA              ,42133160,D,,
,,,,KAMANGUDU NDONDA              ,42134160,D,,
,,,,KAMANGUDU NDONDA              ,42131160,D,,
,,,,Kamangundu Ndonda,65131160,,N,N
,,,,KAMAYI MULUMBA                ,45984070,D,,
,,,,KAMAYI MULUMBA                ,45983070,D,,
,,,,KAMAYI MULUMBA                ,45982070,D,,
,,,,KAMAYI MULUMBA                ,45981070,D,,
,,,,KAMAYI MULUMBA,42171200,,N,N
,,,,KAMAYI MULUMBA,65171200,,N,N
,,,,KAMBA (STG.OPHT.)             ,42153380,D,,
,,,,KAMBA (STG.OPHT.)             ,42154380,D,,
,,,,KAMBA (STG.OPHT.)             ,42152380,D,,
,,,,KAMBA (STG.OPHT.)             ,42151380,D,,
,,,,KAMONO KAMONO                 ,45021030,D,,
,,,,KAMONO KAMONO                 ,45024030,D,,
,,,,KAMONO KAMONO                 ,45022030,D,,
,,,,KAMONO KAMONO                 ,45023030,D,,
,,,,KAMUANDU TSH. & FRERES,46661510,,N,N
,,,,KAMUANYA MUMPA,45043230,,N,N
,,,,KAMUANYA TSHIMANGA            ,42144680,D,,
,,,,KAMUANYA TSHIMANGA            ,42143680,D,,
,,,,KAMUANYA TSHIMANGA            ,42142680,D,,
,,,,KAMUANYA TSHIMANGA            ,42141680,D,,
,,,,KAMUANYA TSHIMANGA,65141680,,N,N
,,,,KAMUSAWU                      ,42152250,D,,
,,,,KAMUSAWU                      ,42151250,D,,
,,,,KAMUSAWU                      ,42154250,D,,
,,,,KAMUSAWU                      ,42153250,D,,
,,,,KANDA KANDA MUSUNGAYI,42141920,,N,N
,,,,KANDA KANDA MUSUNGAYI,65141920,,N,N
,,,,KANDAMBU                      ,42141710,D,,
,,,,KANDAMBU                      ,42143710,D,,
,,,,KANDAMBU                      ,42144710,D,,
,,,,KANDAMBU                      ,42142710,D,,
,,,,KANDE BAKANTOBOLOLA           ,42151990,D,,
,,,,KANDE BAKANTOBOLOLA           ,42153990,D,,
,,,,KANDE BAKANTOBOLOLA           ,42154990,D,,
,,,,KANDE BAKANTOBOLOLA           ,42152990,D,,
,,,,KANDE BAKATOMBOLOLA,65151990,,N,N
,,,,KANDE MOLIMBO                 ,45974070,D,,
,,,,KANDE MOLIMBO                 ,45971070,D,,
,,,,KANDE MOLIMBO                 ,45972070,D,,
,,,,KANDE MOLIMBO                 ,45973070,D,,
,,,,KANDE MPONGO                  ,42143380,D,,
,,,,KANDE MPONGO                  ,42142380,D,,
,,,,KANDE MPONGO                  ,42144380,D,,
